sep=,
"Account Description","Account Date","Bank / Customer / Supplier","Reference","Transaction Type","Description","Debit","Credit","Balance"
"3300/020 : Computer - Platforms",,,,,,,
"3300/020 : Computer - Platforms","Opening Balance as at: 01/03/2024",,,,,"0",,
,"11/10/2024","8400/000 : FNB","Github Inc. 39.97 GITHUB, INC. 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX9623 Github Inc.","Account Payment","Github Inc. 39.97 GITHUB, INC. 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX9623 Github Inc.","718.61",,"3514524.44"
,"11/10/2024","8400/000 : FNB","30.00 ISHRAQ LLC 4XX*5191 09 OCT XX9426 30.00 ISHRAQ LLC 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX9426","Account Payment","30.00 ISHRAQ LLC 4XX*5191 09 OCT XX9426 30.00 ISHRAQ LLC 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX9426","539.37",,"3515063.81"
,"11/10/2024","8400/000 : FNB","28.75 CLOUDFLARE 4XX*5191 09 OCT XX7854 28.75 CLOUDFLARE 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7854","Account Payment","28.75 CLOUDFLARE 4XX*5191 09 OCT XX7854 28.75 CLOUDFLARE 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7854","516.89",,"3515580.7"
,"11/10/2024","8400/000 : FNB","25.00 BEECEPTOR 4XX*5191 09 OCT XX7538 25.00 BEECEPTOR 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7538","Account Payment","25.00 BEECEPTOR 4XX*5191 09 OCT XX7538 25.00 BEECEPTOR 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7538","449.46",,"3516030.16"
,"11/10/2024","8400/000 : FNB","25.00 BEECEPTOR 4XX*5191 09 OCT XX7827 25.00 BEECEPTOR 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7827","Account Payment","25.00 BEECEPTOR 4XX*5191 09 OCT XX7827 25.00 BEECEPTOR 4XXXXX*5191 09 OCT XXXXXXXXXXXXXXXXXXX7827","449.46",,"3516479.62"
,"12/10/2024","8400/000 : FNB","Shopify 3656.94 SHOPIFY* 28 4XXXXX*5225 10 OCT XXXXXXXXXXXXXXXXXXX9678 Shopify","Account Payment","Shopify 3656.94 SHOPIFY* 28 4XXXXX*5225 10 OCT XXXXXXXXXXXXXXXXXXX9678 Shopify","66033.12",,"3582512.74"
,"12/10/2024","8400/000 : FNB","99.00 PLAYFAB, INC. 4XX*5191 10 OCT XX9403 99.00 PLAYFAB, INC. 4XXXXX*5191 10 OCT XXXXXXXXXXXXXXXXXX","Account Payment","99.00 PLAYFAB, INC. 4XX*5191 10 OCT XX9403 99.00 PLAYFAB, INC. 4XXXXX*5191 10 OCT XXXXXXXXXXXXXXXXX","1787.63",,"3584300.37"
,"12/10/2024","8400/000 : FNB","Github Inc. 47.42 GITHUB, INC. 4XXXXX*5191 10 OCT XXXXXXXXXXXXXXXXXXX0843 Github Inc.","Account Payment","Github Inc. 47.42 GITHUB, INC. 4XXXXX*5191 10 OCT XXXXXXXXXXXXXXXXXXX0843 Github Inc.","856.26",,"3585156.63"
,"14/10/2024","8400/000 : FNB","Github Inc. 189.00 GITHUB, INC. 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX0096 Github Inc.","Account Payment","Github Inc. 189.00 GITHUB, INC. 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX0096 Github Inc.","3413.01",,"3588569.64"
,"14/10/2024","8400/000 : FNB","Github Inc. 79.08 GITHUB, INC. 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4270 Github Inc.","Account Payment","Github Inc. 79.08 GITHUB, INC. 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4270 Github Inc.","1428.05",,"3589997.69"
,"14/10/2024","8400/000 : FNB","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4188 Intuit","Account Payment","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4188 Intuit","546.25",,"3590543.94"
,"14/10/2024","8400/000 : FNB","Slack & Co 21.56 SLACK T0740DV 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX8014 Slack & Co","Account Payment","Slack & Co 21.56 SLACK T0740DV 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX8014 Slack & Co","389.33",,"3590933.27"
,"14/10/2024","8400/000 : FNB","Github Inc. 54.20 GITHUB, INC. 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX5221 Github Inc.","Account Payment","Github Inc. 54.20 GITHUB, INC. 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX5221 Github Inc.","978.76",,"3591912.03"
,"14/10/2024","8400/000 : FNB","Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX6763 Github Inc.","Account Payment","Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 OCT XXXXXXXXXXXXXXXXXXX6763 Github Inc.","758.45",,"3592670.48"
,"14/10/2024","8400/000 : FNB","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4238 Intuit","Account Payment","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 11 OCT XXXXXXXXXXXXXXXXXXX4238 Intuit","546.25",,"3593216.73"
,"15/10/2024","8400/000 : FNB","Google Service Charges/Fees #INT PYMT FEE-34.99 Googl Google","Account Payment","Google Service Charges/Fees INT PYMT FEE-34.99 Googl Google","0.7",,"3593217.43"
,"15/10/2024","8400/000 : FNB","15.00 TABNINE 4XX*5191 12 OCT XX5931 15.00 TABNINE 4XXXXX*5191 12 OCT XXXXXXXXXXXXXXXXXXX5931","Account Payment","15.00 TABNINE 4XX*5191 12 OCT XX5931 15.00 TABNINE 4XXXXX*5191 12 OCT XXXXXXXXXXXXXXXXXXX5931","269.19",,"3593486.62"
,"15/10/2024","8400/000 : FNB","11.49 GOOGLE *Colab 4XX*5191 14 OCT XX1540 11.49 GOOGLE *Colab 4XXXXX*5191 14 OCT XXXXXXXXXXXXXXXXXX","Account Payment","11.49 GOOGLE *Colab 4XX*5191 14 OCT XX1540 11.49 GOOGLE *Colab 4XXXXX*5191 14 OCT XXXXXXXXXXXXXXXXX","206.19",,"3593692.81"
,"15/10/2024","8400/000 : FNB","5.00 WWW.FLUX.AI 4XX*5191 13 OCT XX1902 5.00 WWW.FLUX.AI 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXXXX1902","Account Payment","5.00 WWW.FLUX.AI 4XX*5191 13 OCT XX1902 5.00 WWW.FLUX.AI 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXXXX1902","89.73",,"3593782.54"
,"15/10/2024","8400/000 : FNB","180.00 AGENCYANALYT 4XX*5225 13 OCT XX9505 180.00 AGENCYANALYT 4XXXXX*5225 13 OCT XXXXXXXXXXXXXXXXXX","Account Payment","180.00 AGENCYANALYT 4XX*5225 13 OCT XX9505 180.00 AGENCYANALYT 4XXXXX*5225 13 OCT XXXXXXXXXXXXXXXXX","3230.24",,"3597012.78"
,"15/10/2024","8400/000 : FNB","Shopify 74.75 SHOPIFY* 2835 4XXXXX*5225 12 OCT XXXXXXXXXXXXXXXXXXX4352 Shopify","Account Payment","Shopify 74.75 SHOPIFY* 2835 4XXXXX*5225 12 OCT XXXXXXXXXXXXXXXXXXX4352 Shopify","1341.44",,"3598354.22"
,"15/10/2024","8400/000 : FNB","70.00 NOTION LABS, 4XX*5191 12 OCT XX7306 70.00 NOTION LABS, 4XXXXX*5191 12 OCT XXXXXXXXXXXXXXXXXXX7","Account Payment","70.00 NOTION LABS, 4XX*5191 12 OCT XX7306 70.00 NOTION LABS, 4XXXXX*5191 12 OCT XXXXXXXXXXXXXXXXXXX","1256.2",,"3599610.42"
,"15/10/2024","8400/000 : FNB","32.00 BUBBLE STARTE 4XX*5191 13 OCT XX3638 32.00 BUBBLE STARTE 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXXX","Account Payment","32.00 BUBBLE STARTE 4XX*5191 13 OCT XX3638 32.00 BUBBLE STARTE 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXX","574.26",,"3600184.68"
,"15/10/2024","8400/000 : FNB","20.00 HUGGINGFACE 4XX*5191 13 OCT XX4369 20.00 HUGGINGFACE 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXXXX436","Account Payment","20.00 HUGGINGFACE 4XX*5191 13 OCT XX4369 20.00 HUGGINGFACE 4XXXXX*5191 13 OCT XXXXXXXXXXXXXXXXXXX43","358.92",,"3600543.6"
,"16/10/2024","8400/000 : FNB","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 14 OCT XXXXXXXXXXXXXXXXXXX5572 Intuit","Account Payment","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 14 OCT XXXXXXXXXXXXXXXXXXX5572 Intuit","546.25",,"3601089.85"
,"16/10/2024","8400/000 : FNB","Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 OCT XXXXXXXXXXXXXXXXXXX9397 Github Inc.","Account Payment","Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 OCT XXXXXXXXXXXXXXXXXXX9397 Github Inc.","251.24",,"3601341.09"
,"17/10/2024","8400/000 : FNB","237.48 SLACK T0MN3D 4XX*5225 15 OCT XX5381 237.48 SLACK T0MN3D 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXXX","Account Payment","237.48 SLACK T0MN3D 4XX*5225 15 OCT XX5381 237.48 SLACK T0MN3D 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXX","4268.15",,"3605609.24"
,"17/10/2024","8400/000 : FNB","120.00 OPENAI *CHAT 4XX*5191 16 OCT XX6386 120.00 OPENAI *CHAT 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXX","Account Payment","120.00 OPENAI *CHAT 4XX*5191 16 OCT XX6386 120.00 OPENAI *CHAT 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXX","2164.81",,"3607774.05"
,"17/10/2024","8400/000 : FNB","376.40 HOLASPIRIT 4XX*5225 15 OCT XX1063 376.40 HOLASPIRIT 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXXXX106","Account Payment","376.40 HOLASPIRIT 4XX*5225 15 OCT XX1063 376.40 HOLASPIRIT 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXXXX10","7390.6",,"3615164.65"
,"17/10/2024","8400/000 : FNB","231.95 HOLASPIRIT 4XX*5225 15 OCT XX2906 231.95 HOLASPIRIT 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXXXX290","Account Payment","231.95 HOLASPIRIT 4XX*5225 15 OCT XX2906 231.95 HOLASPIRIT 4XXXXX*5225 15 OCT XXXXXXXXXXXXXXXXXXX29","4554.33",,"3619718.98"
,"17/10/2024","8400/000 : FNB","4.07 GLASSFROG 4XX*5191 14 OCT XX1115 4.07 GLASSFROG 4XXXXX*5191 14 OCT XXXXXXXXXXXXXXXXXXX1115","Account Receipt","4.07 GLASSFROG 4XX*5191 14 OCT XX1115 4.07 GLASSFROG 4XXXXX*5191 14 OCT XXXXXXXXXXXXXXXXXXX1115",,"69.89","3619649.09"
,"18/10/2024","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 16 OCT XX3459 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX3459","Account Payment","7.00 NPM, INC. 4XX*5191 16 OCT XX3459 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX3459","126.28",,"3619775.37"
,"18/10/2024","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 16 OCT XX8069 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX8069","Account Payment","7.00 NPM, INC. 4XX*5191 16 OCT XX8069 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX8069","126.28",,"3619901.65"
,"18/10/2024","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 16 OCT XX2481 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX2481","Account Payment","7.00 NPM, INC. 4XX*5191 16 OCT XX2481 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX2481","126.28",,"3620027.93"
,"18/10/2024","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 16 OCT XX0483 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX0483","Account Payment","7.00 NPM, INC. 4XX*5191 16 OCT XX0483 7.00 NPM, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX0483","126.28",,"3620154.21"
,"18/10/2024","8400/000 : FNB","280.00 WIZA.CO 4XX*5191 16 OCT XX6474 280.00 WIZA.CO 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX6474","Account Payment","280.00 WIZA.CO 4XX*5191 16 OCT XX6474 280.00 WIZA.CO 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX6474","5051.22",,"3625205.43"
,"18/10/2024","8400/000 : FNB","67.39 REPLIT, INC. 4XX*5191 16 OCT XX4412 67.39 REPLIT, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX4","Account Payment","67.39 REPLIT, INC. 4XX*5191 16 OCT XX4412 67.39 REPLIT, INC. 4XXXXX*5191 16 OCT XXXXXXXXXXXXXXXXXXX","1215.72",,"3626421.15"
,"22/10/2024","8400/000 : FNB","99.00 DYNAMIC.XYZ 4XX*5191 19 OCT XX2138 99.00 DYNAMIC.XYZ 4XXXXX*5191 19 OCT XXXXXXXXXXXXXXXXXXX213","Account Payment","99.00 DYNAMIC.XYZ 4XX*5191 19 OCT XX2138 99.00 DYNAMIC.XYZ 4XXXXX*5191 19 OCT XXXXXXXXXXXXXXXXXXX21","1790.94",,"3628212.09"
,"22/10/2024","8400/000 : FNB","99.00 CUSTOMGPT.AI 4XX*5191 19 OCT XX9040 99.00 CUSTOMGPT.AI 4XXXXX*5191 19 OCT XXXXXXXXXXXXXXXXXXX9","Account Payment","99.00 CUSTOMGPT.AI 4XX*5191 19 OCT XX9040 99.00 CUSTOMGPT.AI 4XXXXX*5191 19 OCT XXXXXXXXXXXXXXXXXXX","1790.94",,"3630003.03"
,"22/10/2024","8400/000 : FNB","59.00 GREENBACK.COM 4XX*5225 19 OCT XX3040 59.00 GREENBACK.COM 4XXXXX*5225 19 OCT XXXXXXXXXXXXXXXXXX","Account Payment","59.00 GREENBACK.COM 4XX*5225 19 OCT XX3040 59.00 GREENBACK.COM 4XXXXX*5225 19 OCT XXXXXXXXXXXXXXXXX","1067.33",,"3631070.36"
,"22/10/2024","8400/000 : FNB","20.00 RAILWAY 4XX*5191 18 OCT XX3261 20.00 RAILWAY 4XXXXX*5191 18 OCT XXXXXXXXXXXXXXXXXXX3261","Account Payment","20.00 RAILWAY 4XX*5191 18 OCT XX3261 20.00 RAILWAY 4XXXXX*5191 18 OCT XXXXXXXXXXXXXXXXXXX3261","363.28",,"3631433.64"
,"25/10/2024","8400/000 : FNB","89.00 SENTRY 4XX*5191 24 OCT XX0585 89.00 SENTRY 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX0585","Account Payment","89.00 SENTRY 4XX*5191 24 OCT XX0585 89.00 SENTRY 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX0585","1623.44",,"3633057.08"
,"25/10/2024","8400/000 : FNB","30.00 HASURA 4XX*5191 23 OCT XX0025 30.00 HASURA 4XXXXX*5191 23 OCT XXXXXXXXXXXXXXXXXXX0025","Account Payment","30.00 HASURA 4XX*5191 23 OCT XX0025 30.00 HASURA 4XXXXX*5191 23 OCT XXXXXXXXXXXXXXXXXXX0025","547.23",,"3633604.31"
,"25/10/2024","8400/000 : FNB","6.00 DOCKER, INC. 4XX*5191 24 OCT XX3377 6.00 DOCKER, INC. 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX337","Account Payment","6.00 DOCKER, INC. 4XX*5191 24 OCT XX3377 6.00 DOCKER, INC. 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX33","109.45",,"3633713.76"
,"26/10/2024","8400/000 : FNB","74.00 PIPEDREAM, IN 4XX*5191 24 OCT XX4053 74.00 PIPEDREAM, IN 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXX","Account Payment","74.00 PIPEDREAM, IN 4XX*5191 24 OCT XX4053 74.00 PIPEDREAM, IN 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXX","1349.83",,"3635063.59"
,"26/10/2024","8400/000 : FNB","Dropbox 18.38 DROPBOX*C6QPM 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX0474 Dropbox","Account Payment","Dropbox 18.38 DROPBOX*C6QPM 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX0474 Dropbox","335.27",,"3635398.86"
,"26/10/2024","8400/000 : FNB","10.00 MATTERMOST 4XX*5191 24 OCT XX2160 10.00 MATTERMOST 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX2160","Account Payment","10.00 MATTERMOST 4XX*5191 24 OCT XX2160 10.00 MATTERMOST 4XXXXX*5191 24 OCT XXXXXXXXXXXXXXXXXXX2160","181.94",,"3635580.8"
,"28/10/2024","8400/000 : FNB","150.00 AUTH0.COM 4XX*5191 25 OCT XX1002 150.00 AUTH0.COM 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX1002","Account Payment","150.00 AUTH0.COM 4XX*5191 25 OCT XX1002 150.00 AUTH0.COM 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX1002","2712.69",,"3638293.49"
,"28/10/2024","8400/000 : FNB","54.00 AIRTABLE.COM/ 4XX*5191 25 OCT XX0577 54.00 AIRTABLE.COM/ 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXX","Account Payment","54.00 AIRTABLE.COM/ 4XX*5191 25 OCT XX0577 54.00 AIRTABLE.COM/ 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXX","982.47",,"3639275.96"
,"28/10/2024","8400/000 : FNB","27.60 LEMSQZY* CODE 4XX*5191 25 OCT XX6232 27.60 LEMSQZY* CODE 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXX","Account Payment","27.60 LEMSQZY* CODE 4XX*5191 25 OCT XX6232 27.60 LEMSQZY* CODE 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXX","502.16",,"3639778.12"
,"28/10/2024","8400/000 : FNB","399.99 POE.COM 4XX*5191 26 OCT XX7921 399.99 POE.COM 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX7921","Account Payment","399.99 POE.COM 4XX*5191 26 OCT XX7921 399.99 POE.COM 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX7921","399.99",,"3640178.11"
,"29/10/2024","8400/000 : FNB","3.11 REPLIT, INC. 4XX*5191 26 OCT XX0241 3.11 REPLIT, INC. 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX024","Account Payment","3.11 REPLIT, INC. 4XX*5191 26 OCT XX0241 3.11 REPLIT, INC. 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX02","56.24",,"3640234.35"
,"29/10/2024","8400/000 : FNB","100.00 SR.HT SERVIC 4XX*5191 27 OCT XX2338 100.00 SR.HT SERVIC 4XXXXX*5191 27 OCT XXXXXXXXXXXXXXXXXX","Account Payment","100.00 SR.HT SERVIC 4XX*5191 27 OCT XX2338 100.00 SR.HT SERVIC 4XXXXX*5191 27 OCT XXXXXXXXXXXXXXXXX","1808.46",,"3642042.81"
,"29/10/2024","8400/000 : FNB","50.00 ANACONDA INC. 4XX*5191 26 OCT XX4906 50.00 ANACONDA INC. 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXX","Account Payment","50.00 ANACONDA INC. 4XX*5191 26 OCT XX4906 50.00 ANACONDA INC. 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXX","904.23",,"3642947.04"
,"29/10/2024","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1501 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1501 Intuit","570.4",,"3643517.44"
,"29/10/2024","8400/000 : FNB","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1485 Intuit","Account Payment","Intuit 546.25 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1485 Intuit","546.25",,"3644063.69"
,"29/10/2024","8400/000 : FNB","20.00 HUGGINGFACE 4XX*5191 28 OCT XX6263 20.00 HUGGINGFACE 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX626","Account Payment","20.00 HUGGINGFACE 4XX*5191 28 OCT XX6263 20.00 HUGGINGFACE 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX62","361.69",,"3644425.38"
,"29/10/2024","8400/000 : FNB","BT Group BOB GROUP 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX6752 BT Group","Account Payment","BT Group BOB GROUP 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX6752 BT Group","200",,"3644625.38"
,"29/10/2024","8400/000 : FNB","Intuit 171.12 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1493 Intuit","Account Payment","Intuit 171.12 INTUIT *QBoo 4XXXXX*5225 27 OCT XXXXXXXXXXXXXXXXXXX1493 Intuit","171.12",,"3644796.5"
,"29/10/2024","8400/000 : FNB","Shopify 3421.17 SHOPIFY* 28 4XXXXX*5191 27 OCT XXXXXXXXXXXXXXXXXXX1035 Shopify","Account Payment","Shopify 3421.17 SHOPIFY* 28 4XXXXX*5191 27 OCT XXXXXXXXXXXXXXXXXXX1035 Shopify","61870.47",,"3706666.97"
,"29/10/2024","8400/000 : FNB","1150.00 AUTH0.COM 4XX*5191 26 OCT XX9929 1150.00 AUTH0.COM 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX992","Account Payment","1150.00 AUTH0.COM 4XX*5191 26 OCT XX9929 1150.00 AUTH0.COM 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXXX99","20797.28",,"3727464.25"
,"29/10/2024","8400/000 : FNB","299.00 ORG CHART 4XX*5191 28 OCT XX1723 299.00 ORG CHART 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX1723","Account Payment","299.00 ORG CHART 4XX*5191 28 OCT XX1723 299.00 ORG CHART 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX1723","5407.3",,"3732871.55"
,"29/10/2024","8400/000 : FNB","BT Group BOB GROUP 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX5960 BT Group","Account Payment","BT Group BOB GROUP 4XXXXX*5191 25 OCT XXXXXXXXXXXXXXXXXXX5960 BT Group","2098.85",,"3734970.4"
,"30/10/2024","8400/000 : FNB","Adobe Systems 22.99 Adobe 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX8796 Adobe Systems","Account Payment","Adobe Systems 22.99 Adobe 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX8796 Adobe Systems","415.76",,"3735386.16"
,"30/10/2024","8400/000 : FNB","20.36 1xTeamCity Cl 4XX*5191 26 OCT XX5053 20.36 1xTeamCity Cl 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXX","Account Payment","20.36 1xTeamCity Cl 4XX*5191 26 OCT XX5053 20.36 1xTeamCity Cl 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXX","368.2",,"3735754.36"
,"30/10/2024","8400/000 : FNB","9.00 GITPOD.IO 4XX*5191 28 OCT XX0460 9.00 GITPOD.IO 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX0460","Account Payment","9.00 GITPOD.IO 4XX*5191 28 OCT XX0460 9.00 GITPOD.IO 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX0460","162.76",,"3735917.12"
,"30/10/2024","8400/000 : FNB","Canva 141.99 CANVA* I0431 4XXXXX*5225 29 OCT XXXXXXXXXXXXXXXXXXX7618 Canva","Account Payment","Canva 141.99 CANVA* I0431 4XXXXX*5225 29 OCT XXXXXXXXXXXXXXXXXXX7618 Canva","141.99",,"3736059.11"
,"30/10/2024","8400/000 : FNB","72.45 1xTeamCity Cl 4XX*5191 26 OCT XX5051 72.45 1xTeamCity Cl 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXXX","Account Payment","72.45 1xTeamCity Cl 4XX*5191 26 OCT XX5051 72.45 1xTeamCity Cl 4XXXXX*5191 26 OCT XXXXXXXXXXXXXXXXX","1310.23",,"3737369.34"
,"30/10/2024","8400/000 : FNB","29.99 BEENVERIFIED 4XX*5191 28 OCT XX4541 29.99 BEENVERIFIED 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX4","Account Payment","29.99 BEENVERIFIED 4XX*5191 28 OCT XX4541 29.99 BEENVERIFIED 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXXX","542.35",,"3737911.69"
,"30/10/2024","8400/000 : FNB","430.00 Dlocal *Micr 4XX*5191 28 OCT XX7993 430.00 Dlocal *Micr 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXXX","Account Payment","430.00 Dlocal *Micr 4XX*5191 28 OCT XX7993 430.00 Dlocal *Micr 4XXXXX*5191 28 OCT XXXXXXXXXXXXXXXXX","430",,"3738341.69"
,"31/10/2024","8400/000 : FNB","5050.80 FRESHWORKS 4XX*5225 29 OCT XX7473 5050.80 FRESHWORKS 4XXXXX*5225 29 OCT XXXXXXXXXXXXXXXXXXX7","Account Payment","5050.80 FRESHWORKS 4XX*5225 29 OCT XX7473 5050.80 FRESHWORKS 4XXXXX*5225 29 OCT XXXXXXXXXXXXXXXXXXX","5050.8",,"3743392.49"
,"04/11/2024","8400/000 : FNB","Google 391.60 Google GSUIT 4XXXXX*5225 01 NOV XXXXXXXXXXXXXXXXXXX8084 Google","Account Payment","Google 391.60 Google GSUIT 4XXXXX*5225 01 NOV XXXXXXXXXXXXXXXXXXX8084 Google","7702.15",,"3751094.64"
,"04/11/2024","8400/000 : FNB","Google Store 81.36 Google GSUITE 4XXXXX*5225 01 NOV XXXXXXXXXXXXXXXXXXX8085 Google Store","Account Payment","Google Store 81.36 Google GSUITE 4XXXXX*5225 01 NOV XXXXXXXXXXXXXXXXXXX8085 Google Store","1600.23",,"3752694.87"
,"05/11/2024","8400/000 : FNB","Main Acc","Account Payment","First National Bank FNB OBE XXXXXXXX XXXX0133 First National Bank","36.54",,"3752731.41"
,"06/11/2024","8400/000 : FNB","200Klingai.com","Account Payment","200.00 Klingai.com","3598.09",,"3756329.5"
,"06/11/2024","8400/000 : FNB","WWW.WOLFRAM","Account Payment","www.Wolfram","4551.58",,"3760881.08"
,"06/11/2024","8400/000 : FNB","450.00 WAPPALYZER","Account Payment","450.00 WAPPALYZER","8095.7",,"3768976.78"
,"06/11/2024","8400/000 : FNB","1499.00 APPDIRECT","Account Payment","1499 APPDIRECT","27085.22",,"3796062"
,"06/11/2024","8400/000 : FNB","SAGE ACC","Account Payment","SAGE ACC","3438",,"3799500"
