sep=,
"Account Description","Account Date","Bank / Customer / Supplier","Reference","Transaction Type","Description","Debit","Credit","Balance"
"3300/020 : Computer - Platforms",,,,,,,
"3300/020 : Computer - Platforms","Opening Balance as at: 01/03/2024",,,,,"0",,
,"18/06/2024","8400/000 : FNB","74796314169000200036049","Account Payment","5439.50 MSFT 3cE0 4910505225 17 JUN 74796314169000200036049","5439.5",,"1792302.84"
,"18/06/2024","8400/000 : FNB","24492164167000000388676","Account Payment","280.00 WIZA.CO 4910505191 14 JUN 24492164167000000388676","5296.47",,"1797599.31"
,"18/06/2024","8400/000 : FNB","24011344168000048555038","Account Payment","279.00 TRIPLE WHALE 4910505191 16 JUN 24011344168000048555038","5267.58",,"1802866.89"
,"18/06/2024","8400/000 : FNB","74609054167000004787749","Account Payment","179.76 SLACK T0MN3D 4910505225 15 JUN 74609054167000004787749","3393.9",,"1806260.79"
,"18/06/2024","8400/000 : FNB","74796314169000800026069","Account Payment","408.94 MSFT 3cE07 4910505225 17 JUN 74796314169000800026069","408.94",,"1806669.73"
,"18/06/2024","8400/000 : FNB","24000774166000020398467","Account Payment","14.00 GITHUB INC. 4910505225 14 JUN 24000774166000020398467","264.82",,"1806934.55"
,"18/06/2024","8400/000 : FNB","74987504168000425868065","Account Payment","1725.00 FACEBK YPH 4910505191 16 JUN 74987504168000425868065","1725",,"1808659.55"
,"18/06/2024","8400/000 : FNB","74389244167000000012145","Account Payment","75.00 WWW.VIDBOARD. 4910505191 15 JUN 74389244167000000012145","1416.02",,"1810075.57"
,"18/06/2024","8400/000 : FNB","74143614167000108278482","Account Payment","74.75 SHOPIFY 2421 4910505225 14 JUN 74143614167000108278482","1413.96",,"1811489.53"
,"18/06/2024","8400/000 : FNB","74313294168100735957716","Account Payment","1152.20 FACEBK EEK 4910505191 16 JUN 74313294168100735957716","1152.2",,"1812641.73"
,"18/06/2024","8400/000 : FNB","24011344169000023725720","Account Payment","1150.00 SQUARESPACE 4910505191 17 JUN 24011344169000023725720","1150",,"1813791.73"
,"18/06/2024","8400/000 : FNB","24492164166000023649634","Account Payment","60.00 OPENAI CHATG 4910505191 14 JUN 24492164166000023649634","1134.95",,"1814926.68"
,"18/06/2024","8400/000 : FNB","24492164168000014252495","Account Payment","32.00 BUBBLE STARTE 4910505191 16 JUN 24492164168000014252495","604.17",,"1815530.85"
,"18/06/2024","8400/000 : FNB","24168884166109086602707","Account Payment","546.25 INTUIT QBoo 4910505225 14 JUN 24168884166109086602707","546.25",,"1816077.1"
,"19/06/2024","8400/000 : FNB","24011344169000033874005","Account Payment","19.99 CHRISKING ME 4910505191 17 JUN 24011344169000033874005","377.41",,"1816454.51"
,"19/06/2024","8400/000 : FNB","24492164170000010444563","Account Payment","9.00 EMMA AI 4910505191 18 JUN 24492164170000010444563","169.02",,"1816623.53"
,"20/06/2024","8400/000 : FNB","74609054171000004326633","Account Payment","17.25 SLACK T4ENT13 4910505225 19 JUN 74609054171000004326633","322.19",,"1816945.72"
,"20/06/2024","8400/000 : FNB","24000774171000006184058","Account Payment","100.00 NAMEBIO 4910505191 19 JUN 24000774171000006184058","1867.75",,"1818813.47"
,"20/06/2024","8400/000 : FNB","24064664170000000424283","Account Payment","99.00 PLAYFAB INC. 4910505191 18 JUN 24064664170000000424283","1859.28",,"1820672.75"
,"21/06/2024","8400/000 : FNB","24011344171000054800315","Account Payment","248.40 WIX.COM 1121 4910505191 19 JUN 24011344171000054800315","4689.84",,"1825362.59"
,"21/06/2024","8400/000 : FNB","24000774172000006957940","Account Payment","149.00 AI PDF MYAID 4910505191 20 JUN 24000774172000006957940","2746.94",,"1828109.53"
,"21/06/2024","8400/000 : FNB","24011344171000055072971","Account Payment","66.47 WIX.COM 11218 4910505191 19 JUN 24011344171000055072971","1254.97",,"1829364.5"
,"21/06/2024","8400/000 : FNB","24492164171000017121080","Account Payment","59.00 GREENBACK.COM 4910505225 19 JUN 24492164171000017121080","1101.98",,"1830466.48"
,"21/06/2024","8400/000 : FNB","24168884171103036623742","Account Payment","546.25 INTUIT QBoo 4910505225 19 JUN 24168884171103036623742","546.25",,"1831012.73"
,"21/06/2024","8400/000 : FNB","24168884171103034621235","Account Payment","546.25 INTUIT QBoo 4910505225 19 JUN 24168884171103034621235","546.25",,"1831558.98"
,"21/06/2024","8400/000 : FNB","24168884171103033880147","Account Payment","546.25 INTUIT QBoo 4910505225 19 JUN 24168884171103033880147","546.25",,"1832105.23"
,"21/06/2024","8400/000 : FNB","24168884171103036623718","Account Payment","264.50 INTUIT QBoo 4910505225 19 JUN 24168884171103036623718","264.5",,"1832369.73"
,"22/06/2024","8400/000 : FNB","20.0 REPLIT, INC","Account Payment","20.0 REPLIT, INC","368.72",,"1832738.45"
,"22/06/2024","8400/000 : FNB","54.00 AIRTABLE.COM","Account Payment","54.00 AIRTABLE.COM","1001.58",,"1833740.03"
,"22/06/2024","8400/000 : FNB","74.00 PIPEDREAM, IN","Account Payment","74.00 PIPEDREAM, IN","1364.25",,"1835104.28"
,"25/06/2024","8400/000 : FNB","60.00 OPENAI *CHATG","Account Payment","60.00 OPENAI *CHATG","1102.84",,"1836207.12"
,"26/06/2024","8400/000 : FNB","10.00 MATTERMOST","Account Payment","10.00 MATTERMOST","186.11",,"1836393.23"
,"26/06/2024","8400/000 : FNB","100.00 OPENAI","Account Payment","100.00 OPENAI","1838.08",,"1838231.31"
,"26/06/2024","8400/000 : FNB","231.95 HOLASPIRIT","Account Payment","231.95 HOLASPIRIT","4633.27",,"1842864.58"
,"26/06/2024","8400/000 : FNB","376.40 HOLASPIRIT","Account Payment","376.40 HOLASPIRIT","7518.7",,"1850383.28"
,"27/06/2024","8400/000 : FNB","30.00 HASURA","Account Payment","30.00 HASURA","558.34",,"1850941.62"
,"27/06/2024","8400/000 : FNB","34.12 WWW.MAKE.COM","Account Payment","34.12 WWW.MAKE.COM","636.26",,"1851577.88"
,"27/06/2024","8400/000 : FNB","150.00 AUTH0.COM","Account Payment","150.00 AUTH0.COM","2797.13",,"1854375.01"
,"27/06/2024","8400/000 : FNB","24.14 ILLUSTRATOR","Account Payment","24.14 ILLUSTRATOR","449.28",,"1854824.29"
,"27/06/2024","8400/000 : FNB","27.60 LEMSQZY *CODE","Account Payment","27.60 LEMSQZY *CODE","513.67",,"1855337.96"
,"28/06/2024","8400/000 : FNB","Facebk","Account Payment","697.89 fACEBK","697.89",,"1856035.85"
,"29/06/2024","8400/000 : FNB","34.99 Google","Account Payment","34.99 GOOGLE","34.99",,"1856070.84"
,"29/06/2024","8400/000 : FNB","22.99 Adobe","Account Payment","22.99 Adobe","430.45",,"1856501.29"
,"01/07/2024","8400/000 : FNB","141.99 CANVA","Account Payment","141.99 CANVA","141.99",,"1856643.28"
,"01/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"1857189.53"
,"01/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"1857735.78"
,"01/07/2024","8400/000 : FNB","2846.17 Shopify","Account Payment","2846.17 Shopify","53758",,"1911493.78"
,"02/07/2024","8400/000 : FNB","119.94 CLINICSOFTWARE","Account Payment","119.94 CLINICSOFTWARE","2867.03",,"1914360.81"
,"02/07/2024","8400/000 : FNB","5050.80 FRESHWORKS","Account Payment","5050.80 FRESHWORKS","5050.8",,"1919411.61"
,"02/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 HOPIFY","260.96",,"1919672.57"
,"02/07/2024","8400/000 : FNB","18.40 SHOPIFY","Account Payment","18.40 SHOPIFY","347.94",,"1920020.51"
,"02/07/2024","8400/000 : FNB","47.84 DIGITAL OCEAN","Account Payment","47.84 DIGITAL OCEAN","904.64",,"1920925.15"
,"02/07/2024","8400/000 : FNB","102.8 CASSIDY AI","Account Payment","102.8 CASSIDY AI","1943.92",,"1922869.07"
,"03/07/2024","8400/000 : FNB","134.00 SQSP","Account Payment","134.00 SQSP","134",,"1923003.07"
,"03/07/2024","8400/000 : FNB","9.20 FACEBOOK","Account Payment","9.20 FACEBOOK","173.97",,"1923177.04"
,"03/07/2024","8400/000 : FNB","12.00 GOOGLE GSUITE","Account Payment","12.00 GOOGLE GSUITE","286.84",,"1923463.88"
,"03/07/2024","8400/000 : FNB","7.00 Glassfrog","Account Payment","7.00 Glassfrog","132.37",,"1923596.25"
,"03/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"1924142.5"
,"03/07/2024","8400/000 : FNB","29.00 ECM, A LEGALZ","Account Payment","29.00 ECM, A LEGALZ","548.38",,"1924690.88"
,"03/07/2024","8400/000 : FNB","39.82 Google GSUITE","Account Payment","39.82 Google GSUITE","804.84",,"1925495.72"
,"03/07/2024","8400/000 : FNB","46.00 FACEBK","Account Payment","46.00 FACEBK","869.85",,"1926365.57"
,"03/07/2024","8400/000 : FNB","83.96 Google GSUITE","Account Payment","83.96 Google GSUITE","1696.99",,"1928062.56"
,"03/07/2024","8400/000 : FNB","134.00 SINC MAILGU","Account Payment","134.00 SINC MAILGU","2515.18",,"1930577.74"
,"03/07/2024","8400/000 : FNB","182.85 WIX.COM","Account Payment","182.85 WIX.COM","3432.1",,"1934009.84"
,"03/07/2024","8400/000 : FNB","298.08 GSUITE_ZONE","Account Payment","298.08 GSUITE_ZONE","5636.59",,"1939646.43"
,"03/07/2024","8400/000 : FNB","391.60 Google GSuit","Account Payment","391.60 Google GSuit","7915.02",,"1947561.45"
,"03/07/2024","8400/000 : FNB","17.25 SLACK","Account Payment","17.25 SLACK","326.2",,"1947887.65"
,"03/07/2024","8400/000 : FNB","DROPBOX","Account Payment","DROPBOX","347.55",,"1948235.2"
,"03/07/2024","8400/000 : FNB","20.00 YOU.COM","Account Payment","20.00 YOU.COM","375.4",,"1948610.6"
,"03/07/2024","8400/000 : FNB","27.60 FACEBK","Account Payment","27.60 FACEBK","521.9",,"1949132.5"
,"03/07/2024","8400/000 : FNB","SWIFT","Account Payment","SWIFT","550",,"1949682.5"
,"03/07/2024","8400/000 : FNB","1103.24 GOOGLE CLOU","Account Payment","1103.24 GOOGLE CLOU","20861.89",,"1970544.39"
,"04/07/2024","8400/000 : FNB","BEENVERIFIED","Account Payment","BEENVERIFIED","571.37",,"1971115.76"
,"04/07/2024","8400/000 : FNB","WAPPALYZER","Account Payment","WAPPALYSER","8446.51",,"1979562.27"
,"04/07/2024","8400/000 : FNB","392.45 MICROSOFT","Account Receipt","392.45 MICROSOFT",,"7033.36","1972528.91"
,"05/07/2024","8400/000 : FNB","4.95 Shells.com","Account Payment","4.95 Shells.com","94.14",,"1972623.05"
,"05/07/2024","8400/000 : FNB","148.44 Enhancer swa","Account Payment","148.44 Enhancer swa","148.44",,"1972771.49"
,"05/07/2024","8400/000 : FNB","50.10 Frappe Cloud","Account Payment","50.10 Frappe Cloud","952.74",,"1973724.23"
,"05/07/2024","8400/000 : FNB","60.00 Imsomnia Team","Account Payment","60.00 Insomnia Team","1141",,"1974865.23"
,"05/07/2024","8400/000 : FNB","99.00 DMNS.APP BUSI","Account Payment","99.00 DMNS.APP BUSI","1882.65",,"1976747.88"
,"05/07/2024","8400/000 : FNB","143.20 MOZSEO:HELP@","Account Payment","143.20 MOZSEO:HELP@","2728.29",,"1979476.17"
,"05/07/2024","8400/000 : FNB","299.00 TIME IS LTD","Account Payment","299.00 TIME IS LTD","5696.62",,"1985172.79"
,"06/07/2024","8400/000 : FNB","2058.98 SHOPIFY","Account Payment","2058.98 SHOPIFY","39155.13",,"2024327.92"
,"06/07/2024","8400/000 : FNB","1499.00 APPDIRECTG","Account Payment","1499.00 APPDIRECT","28506.12",,"2052834.04"
,"06/07/2024","8400/000 : FNB","TRIPLE WHALE","Account Payment","599.00 TRIPLE WHALE","11391.03",,"2064225.07"
,"06/07/2024","8400/000 : FNB","5.00 COMPONENTS.STU","Account Payment","5.00 COMPONENTS.STU","95.08",,"2064320.15"
,"06/07/2024","8400/000 : FNB","Github","Account Payment","11.64GitHub","221.35",,"2064541.5"
,"06/07/2024","8400/000 : FNB","19.00 Github","Account Payment","19.00 Github","361.31",,"2064902.81"
,"06/07/2024","8400/000 : FNB","DNH DOMANI/HO","Account Payment","DNH DOMANI/HO","805.47",,"2065708.28"
,"06/07/2024","8400/000 : FNB","1410.60 FACEBK","Account Payment","1410.60 FACEBK","1410.6",,"2067118.88"
,"06/07/2024","8400/000 : FNB","120.75 MANAGEWP","Account Payment","120.75 MANAGEWP","2277.16",,"2069396.04"
,"06/07/2024","8400/000 : FNB","120.75 MANAGEWP","Account Payment","120.75 MANAGEWP","2277.16",,"2071673.2"
,"06/07/2024","8400/000 : FNB","249.00 STABLE","Account Payment","249.00 STABLE","4735.18",,"2076408.38"
,"08/07/2024","8400/000 : FNB","126.50 MICROSOFT","Account Payment","126.50 MICROSOFT","2385.6",,"2078793.98"
,"08/07/2024","8400/000 : FNB","15.00 HIGHTAIL","Account Payment","15.00 HIGHTAIL","280.49",,"2079074.47"
,"08/07/2024","8400/000 : FNB","77.05 CBA PLESK","Account Payment","77.05 CBA PLESK","1453.04",,"2080527.51"
,"08/07/2024","8400/000 : FNB","187.94 PADDLE.NET","Account Payment","187.94 PADDLE,NET","187.94",,"2080715.45"
,"09/07/2024","8400/000 : FNB","99.00 MIOSALON","Account Payment","99.00 MIOSALON","1851.22",,"2082566.67"
,"09/07/2024","8400/000 : FNB","99.00 MIOSALON","Account Payment","99.00 MIOSALON","1851.22",,"2084417.89"
,"09/07/2024","8400/000 : FNB","171.35 PADDLE.NET","Account Payment","171.35 PADDLE.NET","3204.1",,"2087621.99"
,"09/07/2024","8400/000 : FNB","12.00 CODESANDBOX","Account Payment","12.00 CODESANDBOX","224.39",,"2087846.38"
,"09/07/2024","8400/000 : FNB","19.99 WOOCOMMERCE","Account Payment","19.99 WOOCOMMERCE","373.8",,"2088220.18"
,"09/07/2024","8400/000 : FNB","20.00 VERCEL","Account Payment","20.00 VERCEL INC","373.98",,"2088594.16"
,"09/07/2024","8400/000 : FNB","20.00 VERCEL IMC","Account Payment","20.00 VERCEL INC","373.98",,"2088968.14"
,"09/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2089514.39"
,"09/07/2024","8400/000 : FNB","7.00NPM","Account Payment","7.00 NPM","130.9",,"2089645.29"
,"09/07/2024","8400/000 : FNB","7.00NPM","Account Payment","7.00NPM","130.9",,"2089776.19"
,"09/07/2024","8400/000 : FNB","7.00NPM","Account Payment","7.00NPM","130.9",,"2089907.09"
,"09/07/2024","8400/000 : FNB","3.60 GETADDRESS","Account Payment","3.60 GETADDRESS","86.09",,"2089993.18"
,"09/07/2024","8400/000 : FNB","9.00 TWENTY.COM","Account Payment","9.00 TWENTY.COM","168.29",,"2090161.47"
,"09/07/2024","8400/000 : FNB","9.00 GITPOD","Account Payment","9.00 GITPOD","168.29",,"2090329.76"
,"09/07/2024","8400/000 : FNB","7.00NPM","Account Payment","7.00NPM","130.9",,"2090460.66"
,"10/07/2024","8400/000 : FNB","20.00 HEROKO","Account Payment","20.00 HEROKU","373.98",,"2090834.64"
,"10/07/2024","8400/000 : FNB","25.00 NOTION LABS","Account Payment","25.00 NOTION LABS","467.48",,"2091302.12"
,"10/07/2024","8400/000 : FNB","28.75 CLOUDFLARE","Account Payment","28.75 CLOUDFLARE","537.6",,"2091839.72"
,"10/07/2024","8400/000 : FNB","150.00 AUTH0.COM","Account Payment","150.00 AUTH0.COM","2804.87",,"2094644.59"
,"11/07/2024","8400/000 : FNB","41.40 SHOPIFY","Account Payment","41.40 SHOPIFY","770.53",,"2095415.12"
,"11/07/2024","8400/000 : FNB","49.00 SKRAPP","Account Payment","49.00 SKRAPP","911.98",,"2096327.1"
,"11/07/2024","8400/000 : FNB","21.56 SLACK","Account Payment","21.56 SLACK","401.03",,"2096728.13"
,"11/07/2024","8400/000 : FNB","25.00 BEECEPTOR","Account Payment","25.00 BEECEPTOR","465.29",,"2097193.42"
,"11/07/2024","8400/000 : FNB","25.00 BEECEPTOR","Account Payment","25.00 BEECEPTOR","465.29",,"2097658.71"
,"11/07/2024","8400/000 : FNB","41.40 SHOPIFY","Account Payment","41.40 SHOPIFY","770.53",,"2098429.24"
,"11/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.85",,"2098686.09"
,"11/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.85",,"2098942.94"
,"11/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.85",,"2099199.79"
,"11/07/2024","8400/000 : FNB","60.00 OPENAI CHATG","Account Payment","60.00 OPENAI CHATG","1116.72",,"2100316.51"
,"11/07/2024","8400/000 : FNB","70.00 NOTION LABS","Account Payment","70.00 NOTION LABS","1302.07",,"2101618.58"
,"11/07/2024","8400/000 : FNB","499.00 CASSIDYAI","Account Payment","499.00 CASSIDYAI","9287.34",,"2110905.92"
,"11/07/2024","8400/000 : FNB","1499 APPDIRECT","Account Payment","1499 APPDIRECT","27899.26",,"2138805.18"
,"12/07/2024","8400/000 : FNB","99.00 DYNAMIC","Account Payment","99.00 DYNAMIC","1837.33",,"2140642.51"
,"12/07/2024","8400/000 : FNB","43.70 SHOPIFY","Account Payment","43.70 SHOPIFY","812.87",,"2141455.38"
,"12/07/2024","8400/000 : FNB","3058 SHOPIFY","Account Payment","3058.95 SHOPIFY","56899.59",,"2198354.97"
,"12/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.69",,"2198611.66"
,"12/07/2024","8400/000 : FNB","71.30 SHOPIFY","Account Payment","71.30 SHOPIFY","1326.26",,"2199937.92"
,"12/07/2024","8400/000 : FNB","90.85 SHOPIFY","Account Payment","90.85 SHOPIFY","1689.91",,"2201627.83"
,"12/07/2024","8400/000 : FNB","13.80S SHOPIFY","Account Payment","13.80 SHOPIFY","256.69",,"2201884.52"
,"12/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.69",,"2202141.21"
,"12/07/2024","8400/000 : FNB","13.80 SHOPIFY","Account Payment","13.80 SHOPIFY","256.69",,"2202397.9"
,"12/07/2024","8400/000 : FNB","32.00 BUBBLE STARTE","Account Payment","32.00 BUBBLE STARTE","593.88",,"2202991.78"
,"12/07/2024","8400/000 : FNB","41.40 SHOPIFY","Account Payment","41.40 SHOPIFY","770.08",,"2203761.86"
,"13/07/2024","8400/000 : FNB","1.00 NOMIC ATLAS","Account Payment","1.00 NOMIC ATLAS","18.52",,"2203780.38"
,"13/07/2024","8400/000 : FNB","20.00 HUGGINGFACE","Account Payment","20.00 HUGGINGFACE","371.18",,"2204151.56"
,"13/07/2024","8400/000 : FNB","189.00 GITHUB","Account Payment","189.00 GITHUB","3507.63",,"2207659.19"
,"13/07/2024","8400/000 : FNB","21.00 GITHUB","Account Payment","21.00 GITHUB","389.73",,"2208048.92"
,"13/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2208595.17"
,"13/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2209141.42"
,"13/07/2024","8400/000 : FNB","61.00 GITHUB","Account Payment","61.00 GITHUB","1132.09",,"2210273.51"
,"13/07/2024","8400/000 : FNB","63.00 GITHUB","Account Payment","63.00 GITHUB","1169.21",,"2211442.72"
,"15/07/2024","8400/000 : FNB","1150.00 FACEBK","Account Payment","1150.00 FACEBK","1150",,"2212592.72"
,"15/07/2024","8400/000 : FNB","15.00 TABNINE","Account Payment","15.00 TABNINE","277.89",,"2212870.61"
,"15/07/2024","8400/000 : FNB","19.19 OPENAI CHATG","Account Payment","19.19 OPENAI CHATG","355.51",,"2213226.12"
,"16/07/2024","8400/000 : FNB","120.00 OPENAI CHAT","Account Payment","120.00 OPENAI CHAT","2209.63",,"2215435.75"
,"16/07/2024","8400/000 : FNB","175.00 NOTION LABS","Account Payment","175.00 NOTION LABS","3222.37",,"2218658.12"
,"16/07/2024","8400/000 : FNB","180.00 AGENCY ANALYT","Account Payment","180.00 AGENCY ANALYT","3314.44",,"2221972.56"
,"16/07/2024","8400/000 : FNB","280.00 WIZA.CO","Account Payment","280.00 WIZA.CO","5155.79",,"2227128.35"
,"16/07/2024","8400/000 : FNB","14.00 GITHUB","Account Payment","14.00 GITHUB","257.78",,"2227386.13"
,"16/07/2024","8400/000 : FNB","20.00 RAILWAY","Account Payment","20.00 RAILWAY","368.27",,"2227754.4"
,"16/07/2024","8400/000 : FNB","20.00 RAILWAY","Account Payment","20.00 RAILWAY","368.27",,"2228122.67"
,"16/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2228668.92"
,"16/07/2024","8400/000 : FNB","735.00 SQSP","Account Payment","735.00 SQSP","735",,"2229403.92"
,"16/07/2024","8400/000 : FNB","915.00 SQSP","Account Payment","915.00 SQSP","915",,"2230318.92"
,"16/07/2024","8400/000 : FNB","74.75 SHOPIFY","Account Payment","74.75 SHOPIFY","1376.41",,"2231695.33"
,"16/07/2024","8400/000 : FNB","99.00 PLAYFAB","Account Payment","99.00 PLAYFAB","1822.94",,"2233518.27"
,"17/07/2024","8400/000 : FNB","40.00REPLIT, INC","Account Payment","40.00REPLIT, INC","736.54",,"2234254.81"
,"17/07/2024","8400/000 : FNB","191.48 SLACK","Account Payment","191.48 SLACK","3525.82",,"2237780.63"
,"18/07/2024","8400/000 : FNB","MSFT","Account Payment","MSFT","408.94",,"2238189.57"
,"18/07/2024","8400/000 : FNB","SQSP","Account Payment","SQSP","1150",,"2239339.57"
,"18/07/2024","8400/000 : FNB","Triple Whale","Account Payment","tRIPLE WHALE","5203.51",,"2244543.08"
,"18/07/2024","8400/000 : FNB","MSFT","Account Payment","MSFT","5439.5",,"2249982.58"
,"18/07/2024","8400/000 : FNB","MSFT","Account Payment","MSFT","26415.96",,"2276398.54"
,"19/07/2024","8400/000 : FNB","EMMA AI","Account Payment","EMMA AI","167.8",,"2276566.34"
,"20/07/2024","8400/000 : FNB","NAMEBIO","Account Payment","NAMEBIO","1866.28",,"2278432.62"
,"22/07/2024","8400/000 : FNB","264.50 INTUIT","Account Payment","264.50 INTUIT","264.5",,"2278697.12"
,"22/07/2024","8400/000 : FNB","59.00 GREENBACK.COM","Account Payment","59.00 GREENBACK.COM","1101.11",,"2279798.23"
,"22/07/2024","8400/000 : FNB","550.00 SQSP","Account Payment","550.00 SQSP","550",,"2280348.23"
,"22/07/2024","8400/000 : FNB","660.00 SQSP","Account Payment","660.00 SQSP","660",,"2281008.23"
,"22/07/2024","8400/000 : FNB","17.25 SLACK T4ENT13","Account Payment","17.25 SLACK T4ENT13","321.93",,"2281330.16"
,"22/07/2024","8400/000 : FNB","1320.00 SQSP","Account Payment","1320.00 SQSP","1320",,"2282650.16"
,"22/07/2024","8400/000 : FNB","1725.00 FACEBOOK","Account Payment","1725.00FACEBOOK","1725",,"2284375.16"
,"22/07/2024","8400/000 : FNB","1835.00","Account Payment","1835.00 SQSP","1835",,"2286210.16"
,"22/07/2024","8400/000 : FNB","365.00 SQSP","Account Payment","365.00 SQSP","365",,"2286575.16"
,"22/07/2024","8400/000 : FNB","1320.00 SQSP","Account Payment","1320.00 SQSP","1320",,"2287895.16"
,"22/07/2024","8400/000 : FNB","1100.00 SQSP","Account Payment","1100.00 SQSP","1100",,"2288995.16"
,"22/07/2024","8400/000 : FNB","1835.00 SQSP","Account Payment","1835.00 SQSP","1835",,"2290830.16"
,"22/07/2024","8400/000 : FNB","3960.00 SQSP","Account Payment","3960.00 SQSP","3960",,"2294790.16"
,"22/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2295336.41"
,"22/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2295882.66"
,"22/07/2024","8400/000 : FNB","546.25 INTUIT","Account Payment","546.25 INTUIT","546.25",,"2296428.91"
,"23/07/2024","8400/000 : FNB","100.00 APPDIRECT","Account Payment","100.00 APPDIRECT","1874.76",,"2298303.67"
,"23/07/2024","8400/000 : FNB","74.00 PIPEDEAM","Account Payment","74.00 PIPEDREAM","1387.32",,"2299690.99"
,"23/07/2024","8400/000 : FNB","54.00 AIRTABLE.COM","Account Payment","54.00 AIRTABLE.COM","1012.37",,"2300703.36"
,"23/07/2024","8400/000 : FNB","20.00 REPLIT, INC","Account Payment","20.00 REPLIT, INC","374.95",,"2301078.31"
,"23/07/2024","8400/000 : FNB","134.00 SQSP","Account Payment","134.00 SQSP","134",,"2301212.31"
,"24/07/2024","8400/000 : FNB","299.00 TIME IS LTD","Account Payment","299.00 TIME IS LTD","5591.44",,"2306803.75"
,"24/07/2024","8400/000 : FNB","35.95 SHELLS.COM","Account Payment","35.95 SHELLS.COM","673.98",,"2307477.73"
,"24/07/2024","8400/000 : FNB","60.00 OPENAI","Account Payment","60.00 OPENAI","1124.86",,"2308602.59"
,"24/07/2024","8400/000 : FNB","99.00 WWW.WOLFRAMAL","Account Payment","99.00 WWW.WOLFRAMAL","1851.35",,"2310453.94"
,"25/07/2024","8400/000 : FNB","30.00 HASURA","Account Payment","30.00 HASURA","565.63",,"2311019.57"
,"25/07/2024","8400/000 : FNB","34.50 SLACK","Account Payment","34.50 SLACK","645.17",,"2311664.74"
,"25/07/2024","8400/000 : FNB","6.00 DOCKER INC","Account Payment","6.00 DOCKER INC","113.13",,"2311777.87"
,"25/07/2024","8400/000 : FNB","30.00 NETTICA CORPO","Account Payment","30.00 NETTICA CORPO","565.63",,"2312343.5"
,"26/07/2024","8400/000 : FNB","89.00 SENTRY","Account Payment","89.00 SENTRY","1678.04",,"2314021.54"
,"26/07/2024","8400/000 : FNB","1960 SQSP","Account Payment","1960 SQSP","1960",,"2315981.54"
,"26/07/2024","8400/000 : FNB","3336.00 HOLASPIRIT","Account Payment","3336.00 HOLASPIRIT","68210.19",,"2384191.73"
,"26/07/2024","8400/000 : FNB","3336.00 HOLASPIRIT","Account Payment","3336.00 HOLASPIRIT","68210.19",,"2452401.92"
,"26/07/2024","8400/000 : FNB","MATTERMOST","Account Payment","10.00 MATTERMOST","188.2",,"2452590.12"
,"26/07/2024","8400/000 : FNB","18.38 DROPBOX","Account Payment","18.38 DROPBOX","346.55",,"2452936.67"
,"26/07/2024","8400/000 : FNB","24.14 ILLUSTRATOR","Account Payment","24.14 ILLUSTRATOR","455.14",,"2453391.81"
,"26/07/2024","8400/000 : FNB","550.00 SQSP","Account Payment","550.00 SQSP","550",,"2453941.81"
,"26/07/2024","8400/000 : FNB","560.00 SQSP","Account Payment","560.00 SQSP","560",,"2454501.81"
,"26/07/2024","8400/000 : FNB","34.12 WWW.MAKE.COM","Account Payment","34.12 WWW.MAKE.COM","643.31",,"2455145.12"
,"26/07/2024","8400/000 : FNB","1320.00 SQSP","Account Payment","1320.00 SQSP","1320",,"2456465.12"
,"27/07/2024","8400/000 : FNB","27.60 LEMSQZY","Account Payment","27.60 LEMSQZY","519.45",,"2456984.57"
,"27/07/2024","8400/000 : FNB","850.46 FACEBOOK","Account Payment","850.46 FACEBOOK","850.46",,"2457835.03"
,"27/07/2024","8400/000 : FNB","150.00 AUTH0.COM","Account Payment","150.00 AUTH0.COM","2836.25",,"2460671.28"
,"29/07/2024","8400/000 : FNB","69.39 Facebook","Account Payment","69.39 Facebook","69.39",,"2460740.67"
,"30/07/2024","8400/000 : FNB","4.95 SHELLS.COM","Account Payment","4.95 SHELLS.COM","93.05",,"2460833.72"
,"30/07/2024","8400/000 : FNB","141.99 CANVA","Account Payment","141.99 CANVA","141.99",,"2460975.71"
